id,title,handle,body_html,created_at,updated_at,vendor,product_type,variant_id,variant_title,variant_price,variant_sku,variant_position,variant_grams,variant_compare_at_price,variant_requires_shipping,variant_taxable,variant_featured_image,variant_available,variant_created_at,variant_updated_at,variant_product_id,variant_option1,variant_option2,variant_option3,image_id,image_position,image_created_at,image_updated_at,image_product_id,image_src,image_variant_ids,image_width,image_height,option_name,option_position,option_values
7.03163E+12,The Wilson Burgundy,the-wilson-burgundy,"<meta charset=""utf-8""><span data-mce-fragment=""1"">Reimagining the classic loafer, the Wilson is a modern and stylish slip-on with both comfort and personality. Featuring a unique and thoughtful design and made in Brush Off Krumenauer leather in Burgundy, the Wilson is Blake Rapid Stitched and is constructed on our new Denver sole for comfort and traction. Dressed up or down, with socks or no socks, the Wilson is the update to a classic design that your closet has been needing.</span>",2022-07-26T13:50:10-05:00,2022-10-01T18:57:10-05:00,HELM,Shoes,3.9816E+13,16 / D,245,HB4204016,27,1814,,TRUE,TRUE,,TRUE,2022-07-26T13:50:11-05:00,2022-09-25T20:30:05-05:00,7.03163E+12,16,D,,2.9627E+13,7,2022-08-31T15:51:44-05:00,2022-09-14T10:50:42-05:00,7.03163E+12,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-shoes-the-wilson-burgundy-29627003764798.jpg?v=1663170642,[],2048,2043,Size,1,"['6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14', '15', '16']"
7.03163E+12,The Wilson Burgundy,the-wilson-burgundy,"<meta charset=""utf-8""><span data-mce-fragment=""1"">Reimagining the classic loafer, the Wilson is a modern and stylish slip-on with both comfort and personality. Featuring a unique and thoughtful design and made in Brush Off Krumenauer leather in Burgundy, the Wilson is Blake Rapid Stitched and is constructed on our new Denver sole for comfort and traction. Dressed up or down, with socks or no socks, the Wilson is the update to a classic design that your closet has been needing.</span>",2022-07-26T13:50:10-05:00,2022-10-01T18:57:10-05:00,HELM,Shoes,3.9816E+13,16 / D,245,HB4204016,27,1814,,TRUE,TRUE,,TRUE,2022-07-26T13:50:11-05:00,2022-09-25T20:30:05-05:00,7.03163E+12,16,D,,2.9627E+13,7,2022-08-31T15:51:44-05:00,2022-09-14T10:50:42-05:00,7.03163E+12,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-shoes-the-wilson-burgundy-29627003764798.jpg?v=1663170642,[],2048,2043,Width,2,"['D', 'EE']"
7.03171E+12,The Lou Tobacco,the-lou-tobacco,"<meta charset=""utf-8""><span data-mce-fragment=""1"">Designed with elements of several classic styles in mind, the Lou is a fresh and versatile boot that can compliment any man's wardrobe. Made of soft, water resistant Rusan suede and featuring HELM's slip-resistant rubber cushion sole, the Lou is immediately comfortable and ready for wherever the road takes you. Also available in Black, Brown and Teak.</span>",2022-07-26T15:40:49-05:00,2022-09-30T11:50:04-05:00,HELM,Boots,3.98161E+13,16 / D,265,HBB208016,27,1814,,TRUE,TRUE,,TRUE,2022-07-26T15:40:50-05:00,2022-09-08T14:02:06-05:00,7.03171E+12,16,D,,2.96291E+13,7,2022-09-01T12:33:38-05:00,2022-09-09T07:58:39-05:00,7.03171E+12,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-lou-tobacco-29629041442878.jpg?v=1662728319,[],2048,2043,Size,1,"['6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14', '15', '16']"
7.03171E+12,The Lou Tobacco,the-lou-tobacco,"<meta charset=""utf-8""><span data-mce-fragment=""1"">Designed with elements of several classic styles in mind, the Lou is a fresh and versatile boot that can compliment any man's wardrobe. Made of soft, water resistant Rusan suede and featuring HELM's slip-resistant rubber cushion sole, the Lou is immediately comfortable and ready for wherever the road takes you. Also available in Black, Brown and Teak.</span>",2022-07-26T15:40:49-05:00,2022-09-30T11:50:04-05:00,HELM,Boots,3.98161E+13,16 / D,265,HBB208016,27,1814,,TRUE,TRUE,,TRUE,2022-07-26T15:40:50-05:00,2022-09-08T14:02:06-05:00,7.03171E+12,16,D,,2.96291E+13,7,2022-09-01T12:33:38-05:00,2022-09-09T07:58:39-05:00,7.03171E+12,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-lou-tobacco-29629041442878.jpg?v=1662728319,[],2048,2043,Width,2,"['D', 'EE']"
6.9929E+12,The Charlie Navy,the-charlie-navy,"<meta charset=""UTF-8""><span data-mce-fragment=""1"">The first of its kind at HELM, the Charlie is a sleek and stylish hybrid of a sneaker and a boot. Made of soft Krumenauer leather and featuring an extra padded shaft and tongue, the Charlie is instantly comfortable out of the box. Featuring a rubber cupsole, popular d-ring hardware and two speed hooks, the Charlie is sporty and ready to take you anywhere your day leads.</span>",2022-06-13T13:43:50-05:00,2022-09-30T20:27:27-05:00,HELM,Sneakers,3.97879E+13,15,195,HBB809015,15,1814,,TRUE,TRUE,,TRUE,2022-06-13T13:43:51-05:00,2022-09-26T03:18:21-05:00,6.9929E+12,15,,,2.9448E+13,7,2022-07-05T12:51:54-05:00,2022-07-07T14:51:23-05:00,6.9929E+12,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-sneakers-the-charlie-navy-29447945715774.png?v=1657223483,[],2048,2048,Size,1,"['6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14', '15']"
6.83195E+12,The Xander Navy,the-xander-navy,"<meta charset=""utf-8""><span data-mce-fragment=""1"">The Xander is designed with minimalist and modern aesthetics in mind, creating a versatile sneaker that can be dressed up or down. Constructed with Krumenauer leather and the customer favorite cup sole, the Xander is both beautiful and comfortable and perfect for any adventure, both day and night.</span>",2022-01-19T12:56:35-06:00,2022-10-01T16:02:17-05:00,HELM,Sneakers,3.96817E+13,15,195,HB8204015,15,1361,,TRUE,TRUE,,TRUE,2022-01-19T12:56:36-06:00,2022-09-01T13:00:06-05:00,6.83195E+12,15,,,2.9448E+13,7,2022-07-05T12:57:49-05:00,2022-07-05T12:57:49-05:00,6.83195E+12,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-sneakers-the-xander-navy-29447978221630.png?v=1657043869,[],2048,2048,Size,1,"['6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14', '15']"
6.99292E+12,The Hynes Brown,the-hynes-brown,"<meta charset=""utf-8""><span data-mce-fragment=""1"">The Hynes is an updated Chukka boot, both stylish and comfortable with modern elements for today's man. Made in the softest leather we have ever used, Neymar, as well as a padded collar around the ankle, the Hynes is instantly comfortable and requires little to no break-in period. The Hynes also features a new custom sole designed by HELM, with a poured rubber outsole and stacked leather heel for comfort and exceptional longevity.</span>",2022-06-13T14:15:58-05:00,2022-10-01T20:57:09-05:00,HELM,Boots,3.97879E+13,16 / D,250,HB9020016,27,1814,,TRUE,TRUE,,TRUE,2022-06-13T14:15:59-05:00,2022-09-08T19:17:21-05:00,6.99292E+12,16,D,,2.94285E+13,7,2022-06-28T11:27:39-05:00,2022-06-28T11:27:40-05:00,6.99292E+12,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-hynes-brown-29428521533502.png?v=1656433660,[],2048,2048,Size,1,"['6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14', '15', '16']"
6.99292E+12,The Hynes Brown,the-hynes-brown,"<meta charset=""utf-8""><span data-mce-fragment=""1"">The Hynes is an updated Chukka boot, both stylish and comfortable with modern elements for today's man. Made in the softest leather we have ever used, Neymar, as well as a padded collar around the ankle, the Hynes is instantly comfortable and requires little to no break-in period. The Hynes also features a new custom sole designed by HELM, with a poured rubber outsole and stacked leather heel for comfort and exceptional longevity.</span>",2022-06-13T14:15:58-05:00,2022-10-01T20:57:09-05:00,HELM,Boots,3.97879E+13,16 / D,250,HB9020016,27,1814,,TRUE,TRUE,,TRUE,2022-06-13T14:15:59-05:00,2022-09-08T19:17:21-05:00,6.99292E+12,16,D,,2.94285E+13,7,2022-06-28T11:27:39-05:00,2022-06-28T11:27:40-05:00,6.99292E+12,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-hynes-brown-29428521533502.png?v=1656433660,[],2048,2048,Width,2,"['D', 'EE']"
6.99292E+12,The Hynes Black,the-hynes-black,"The Hynes is an updated Chukka boot, both stylish and comfortable with modern elements for today's man. Made in the softest leather we have ever used, Neymar, as well as a padded collar around the ankle, the Hynes is instantly comfortable and requires little to no break-in period. The Hynes also features a new custom sole designed by HELM, with a poured rubber outsole and stacked leather heel for comfort and exceptional longevity.",2022-06-13T14:14:55-05:00,2022-10-01T18:32:46-05:00,HELM,Boots,3.97879E+13,16 / D,250,HB9010016,27,1814,,TRUE,TRUE,,TRUE,2022-06-13T14:14:56-05:00,2022-09-07T15:46:21-05:00,6.99292E+12,16,D,,2.94548E+13,7,2022-07-07T13:30:51-05:00,2022-07-07T13:30:51-05:00,6.99292E+12,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-hynes-black-29454774370366.png?v=1657218651,[],2048,2048,Size,1,"['6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14', '15', '16']"
6.99292E+12,The Hynes Black,the-hynes-black,"The Hynes is an updated Chukka boot, both stylish and comfortable with modern elements for today's man. Made in the softest leather we have ever used, Neymar, as well as a padded collar around the ankle, the Hynes is instantly comfortable and requires little to no break-in period. The Hynes also features a new custom sole designed by HELM, with a poured rubber outsole and stacked leather heel for comfort and exceptional longevity.",2022-06-13T14:14:55-05:00,2022-10-01T18:32:46-05:00,HELM,Boots,3.97879E+13,16 / D,250,HB9010016,27,1814,,TRUE,TRUE,,TRUE,2022-06-13T14:14:56-05:00,2022-09-07T15:46:21-05:00,6.99292E+12,16,D,,2.94548E+13,7,2022-07-07T13:30:51-05:00,2022-07-07T13:30:51-05:00,6.99292E+12,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-hynes-black-29454774370366.png?v=1657218651,[],2048,2048,Width,2,"['D', 'EE']"
4.45868E+12,The Declan Teak,declan-teak,"<p style=""text-align: left;""><span>The Declan is a fresh take on a Chukka boot. Incorporating elegant details and leathers into a </span><span>traditional style, the Declan is a versatile boot that can go with you from the boardroom to the bar. </span><br><meta charset=""utf-8""></p>",2020-03-11T14:43:17-05:00,2022-09-26T20:55:33-05:00,HELM,Boots,3.16184E+13,16 / D,175,HBB185016,27,1588,250,TRUE,TRUE,,TRUE,2020-03-11T14:43:20-05:00,2022-09-23T23:28:11-05:00,4.45868E+12,16,D,,2.85625E+13,7,2021-08-03T16:33:50-05:00,2021-08-03T16:48:54-05:00,4.45868E+12,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-declan-teak-28553729605694.jpg?v=1628027334,[],3392,3383,Size,1,"['6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14', '15', '16']"
4.45868E+12,The Declan Teak,declan-teak,"<p style=""text-align: left;""><span>The Declan is a fresh take on a Chukka boot. Incorporating elegant details and leathers into a </span><span>traditional style, the Declan is a versatile boot that can go with you from the boardroom to the bar. </span><br><meta charset=""utf-8""></p>",2020-03-11T14:43:17-05:00,2022-09-26T20:55:33-05:00,HELM,Boots,3.16184E+13,16 / D,175,HBB185016,27,1588,250,TRUE,TRUE,,TRUE,2020-03-11T14:43:20-05:00,2022-09-23T23:28:11-05:00,4.45868E+12,16,D,,2.85625E+13,7,2021-08-03T16:33:50-05:00,2021-08-03T16:48:54-05:00,4.45868E+12,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-declan-teak-28553729605694.jpg?v=1628027334,[],3392,3383,Width,2,"['D', 'EE']"
6.84224E+12,The Hollis Olive,the-hollis-olive,"<p style=""text-align: left;""><span data-mce-fragment=""1"">The ruggedness of the Marion meets the refinement of the Zind, the </span><span data-mce-fragment=""1"">Hollis</span><span data-mce-fragment=""1""> is a boot perfect to complement any wardrobe. Made of supple full-grain Babbo leather, it’s a work-boot style and dress boot combined to create a class of its own. The Mini-Lug sole offers traction and stability while still keeping a slimmer profile. The 415 last gives it a more narrow form while the double and triple stitch throughout make it a style versatile enough to accompany all of your outfits.</span><br><meta charset=""utf-8""></p>",2022-01-25T12:50:41-06:00,2022-10-01T12:12:51-05:00,HELM,Boots,3.96896E+13,16 / D,295,HBB1028016,27,1814,,TRUE,TRUE,,FALSE,2022-01-25T12:50:42-06:00,2022-06-09T14:21:23-05:00,6.84224E+12,16,D,,2.92701E+13,7,2022-04-25T13:21:35-05:00,2022-04-25T13:21:35-05:00,6.84224E+12,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-hollis-olive-29270120923198.jpg?v=1650910895,[],3392,3383,Size,1,"['6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14', '15', '16']"
6.84224E+12,The Hollis Olive,the-hollis-olive,"<p style=""text-align: left;""><span data-mce-fragment=""1"">The ruggedness of the Marion meets the refinement of the Zind, the </span><span data-mce-fragment=""1"">Hollis</span><span data-mce-fragment=""1""> is a boot perfect to complement any wardrobe. Made of supple full-grain Babbo leather, it’s a work-boot style and dress boot combined to create a class of its own. The Mini-Lug sole offers traction and stability while still keeping a slimmer profile. The 415 last gives it a more narrow form while the double and triple stitch throughout make it a style versatile enough to accompany all of your outfits.</span><br><meta charset=""utf-8""></p>",2022-01-25T12:50:41-06:00,2022-10-01T12:12:51-05:00,HELM,Boots,3.96896E+13,16 / D,295,HBB1028016,27,1814,,TRUE,TRUE,,FALSE,2022-01-25T12:50:42-06:00,2022-06-09T14:21:23-05:00,6.84224E+12,16,D,,2.92701E+13,7,2022-04-25T13:21:35-05:00,2022-04-25T13:21:35-05:00,6.84224E+12,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-the-hollis-olive-29270120923198.jpg?v=1650910895,[],3392,3383,Width,2,"['D', 'EE']"
6.89977E+12,The Xander Wheat,the-xander-wheat,"<p data-mce-fragment=""1"" style=""text-align: left;"">The Xander is designed with minimalist and modern aesthetics in mind, creating a versatile sneaker that can be dressed up or down. Constructed with Castello leather and the customer favorite cup sole, the Xander is both beautiful and comfortable and perfect for any adventure, both day and night.<br><meta charset=""utf-8""></p>",2022-03-24T12:40:00-05:00,2022-09-27T14:31:26-05:00,HELM,Sneakers,3.97274E+13,13,195,HB8206013,13,1361,,TRUE,TRUE,,FALSE,2022-03-24T12:40:01-05:00,2022-09-12T14:19:05-05:00,6.89977E+12,13,,,2.92701E+13,7,2022-04-25T13:12:34-05:00,2022-04-25T13:12:34-05:00,6.89977E+12,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-sneakers-the-xander-wheat-29270113058878.jpg?v=1650910354,[],3392,3383,Size,1,"['6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']"
6.89977E+12,The Xander Gray,the-xander-gray,"<p data-mce-fragment=""1"" style=""text-align: left;"">The Xander is designed with minimalist and modern aesthetics in mind, creating a versatile sneaker that can be dressed up or down. Constructed with Balthazar leather and the customer favorite cup sole, the Xander is both beautiful and comfortable and perfect for any adventure, both day and night.<br></p>",2022-03-24T12:36:21-05:00,2022-09-16T15:15:45-05:00,HELM,Sneakers,3.97274E+13,13,195,HB8207013,12,1361,,TRUE,TRUE,,FALSE,2022-03-24T12:36:21-05:00,2022-05-31T16:28:25-05:00,6.89977E+12,13,,,2.92701E+13,7,2022-04-25T13:09:34-05:00,2022-04-25T13:09:34-05:00,6.89977E+12,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-sneakers-the-xander-gray-29270110961726.jpg?v=1650910174,[],3392,3383,Size,1,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']"
4.80435E+12,The Knox Natural,the-knox-natural,"<p style=""text-align: left;""><span data-mce-fragment=""1"">The Knox is a contemporary </span><span data-mce-fragment=""1"">blend</span><span data-mce-fragment=""1""> of our customer favorites, the Pablo and The Charlie. Blending the pattern of an Italian moto boot with the</span><span data-mce-fragment=""1""> cupsole from our Charlie sneaker, the Knox is both casual and sleek at the same time. Replacing laces with a YKK zipper adds a distinct style as well as ease of getting on and off. Dress it up, dress it down, the Knox is ready for however you choose to wear it.</span><br></p>",2021-01-26T12:23:38-06:00,2022-09-29T16:08:33-05:00,HELM,Sneakers,3.27376E+13,15,140,HB3202015,15,1361,225,TRUE,TRUE,,FALSE,2021-01-26T12:23:38-06:00,2022-07-28T13:54:12-05:00,4.80435E+12,15,,,2.85606E+13,9,2021-08-03T04:54:45-05:00,2021-08-03T05:16:18-05:00,4.80435E+12,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-sneakers-the-knox-natural-28538531708990.jpg?v=1627985778,[],3392,3383,Size,1,"['6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14', '15']"
